Name,OOS,,Total Verses,Verses to Sing,Familiarity,Service Index,Key,NVB,SSH,MAJ,NVR,Date of Most Recent Use,First Line,Notes,ID,Blood,Christmas,Cross,Easter,Grace,Heaven,Holy Spirit,Invitation,Missions,Patriotic,Prayer,Salvation,Second Coming,Bible,Calvary,Great Hymns,Service,Thanksgiving,Assurance,Christian Warfare,Comfort & Guidance,Consecration,Consolation,Faith & Trust,Joy & Singing,Love,Praise,Resurrection,Soul Winning & Service,Testimony,Lyrics,Log,Words,Music
Have You Any Room for Jesus?,"1, 2, 4","283 | ""Have You Any Room for Jesus?"" (299) [4]",4,"1, 2, 4",,,C,299,283,331,505,,Have you any room for Jesus,,1299,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have Thine Own Way, Lord!","1, 2, 4","306 | ""Have Thine Own Way, Lord!"" (300) [4]",4,"1, 2, 4",,,Eb,300,306,366,155,,"Have Thine own way, Lord! Have Thine own way!",,1300,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
"Angels, From the Realms of Glory","1, 2, 4","432 | ""Angels, From the Realms of Glory"" (301) [4]",4,"1, 2, 4",,,C,301,432,193,146,,"Angels, from the realms of glory",,1301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He’s Still the King of Kings,"1, 2, 4","NVB | ""He’s Still the King of Kings"" (302) [4]",4,"1, 2, 4",,,C,302,,,,,In teh hills of Judea the lone shepherds watch;,,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angels We Have Heard on High,"1, 2, 4","NVB | ""Angels We Have Heard on High"" (303) [4]",4,"1, 2, 4",,3/4,F,303,,196,133,,Angels we have heard on high,,1303,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Away in a Manger,"All: 1, 2, 3","433 | ""Away in a Manger"" (304) [3]",3,"All: 1, 2, 3",,3/4,F,304,433,,148,,Away in a manger,,1304,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Little Town of Bethlehem,"1, 2, 4","434 | ""O Little Town of Bethlehem"" (305) [4]",4,"1, 2, 4",,3/4,G,305,434,,142,,O little town of Bethlehem,?,1305,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Child Is This?,"All: 1, 2, 3","NVB | ""What Child Is This?"" (306) [3]",3,"All: 1, 2, 3",,,G,306,,228,,,"What Child is this, who, laid to rest",,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful Star of Bethlehem,"All: 1, 2, 3","NVB | ""Beautiful Star of Bethlehem"" (307) [3]",3,"All: 1, 2, 3",,,G,307,,,486,,O beautiful star of Bethlehem,,1307,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The First Noel,"1, 2, 4","421 | ""The First Noel"" (308) [4]",4,"1, 2, 4",,3/4,D,308,421,213,140,,The first Noel the angel did say,,1308,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Came Upon the Midnight Clear,"1, 2, 4","428 | ""It Came Upon the Midnight Clear"" (309) [4]",4,"1, 2, 4",,3/4,Bb,309,428,197,141,,It came upon the midnight clear,,1309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Born to Die,"1, 2, 4","NVB | ""Born to Die"" (310) [4]",4,"1, 2, 4",,3/4,Ab,310,,198,139,,On the night Christ was born,,1310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silent Night!,"All: 1, 2, 3","431 | ""Silent Night!"" (311) [4]",4,"All: 1, 2, 3",,3/4,Bb,311,431,219,144,,Silent night! Holy night!,,1311,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Holy Night,"All: 1, 2","NVB | ""O Holy Night"" (312) [2]",2,"All: 1, 2",,,C,312,,203,,,O holy night! The stars are brightly shining,,1312,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’m Glad I Know Who Jesus Is,"1, 2, 4","NVB | ""I’m Glad I Know Who Jesus Is"" (313) [4]",4,"1, 2, 4",,2,Eb,313,,,15,,"In a little town of Bethlehem so many years ago,",,1313,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hark! the Herald Angels Sing,"1, 2, 4","429 | ""Hark! the Herald Angels Sing"" (314) [4]",4,"1, 2, 4",,1D,G,314,429,199,135,,Hark! the herald angels sing,,1314,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's a Song in the Air,"1, 2, 4","420 | ""There's a Song in the Air"" (315) [4]",4,"1, 2, 4",,3/4,G,315,420,,136,,There’s a song in the air!,,1315,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Come, All Ye Faithful","All: 1, 2, 3","424 | ""O Come, All Ye Faithful"" (316) [3]",3,"All: 1, 2, 3",,1D,A,316,424,201,138,,"O come, all ye faithful, joyful and triumphant",,1316,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joy to the World!,"1, 2, 4","423 | ""Joy to the World!"" (317) [4]",4,"1, 2, 4",,1D,D,317,423,194,137,,Joy to the World! the Lord is come,,1317,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"God Rest Ye Merry, Gentlemen","1, 2, 4","NVB | ""God Rest Ye Merry, Gentlemen"" (318) [4]",4,"1, 2, 4",,,G,318,,,,,"God rest ye merry, gentlemen",,1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Heard the Bells on Christmas,"1, 3, 5","426 | ""I Heard the Bells on Christmas"" (319) [5]",5,"1, 3, 5",,,Eb,319,426,,143,,I heard the bells on Christmas day,,1319,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring the Bells,"All: 1, 2, 3","NVB | ""Ring the Bells"" (320) [3]",3,"All: 1, 2, 3",,,C,320,,208,315,,"Ring the bells, ring the bells",,1320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At the Right Time,"1, 2, 4","NVB | ""At the Right Time"" (321) [4]",4,"1, 2, 4",,,F,321,,,,,"At a time of God's own choosing, He came;",,1321,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Tell It on the Mountain,"All: 1, 2","NVB | ""Go Tell It on the Mountain"" (322) [2]",2,"All: 1, 2",,3/4,F,322,,212,134,,"Go, tell it on the mountain",,1322,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Still He Came,"All: 1, 2","NVB | ""Still He Came"" (323) [2]",2,"All: 1, 2",,,G,323,,,,,"He stood up in heaven and He looked down thru time,",,1323,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He’s My Savior,"All: 1, 2","NVB | ""He’s My Savior"" (324) [2]",2,"All: 1, 2",,,C,324,,,,,"See Him in a manger lay,",,1324,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good Christian Men, Rejoice","All: 1, 2, 3","NVB | ""Good Christian Men, Rejoice"" (325) [3]",3,"All: 1, 2, 3",,,F,325,,202,,,"Good christian men, rejoice",,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thou Didst Leave Thy Throne,"1, 3, 5","422 | ""Thou Didst Leave Thy Throne"" (326) [5]",5,"1, 3, 5",,,D,326,422,223,,,Thou didst leave Thy throne,,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’ve Been to Calvary,"All: 1, 2","NVB | ""I’ve Been to Calvary"" (327) [2]",2,"All: 1, 2",,3/4,Eb,327,,,,,I’ve lingered in the shadow,,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lead Me to Calvary,"1, 2, 4","15 | ""Lead Me to Calvary"" (328) [4]",4,"1, 2, 4",,3/4,Eb,328,15,235,64,,"King of my life, I crown Thee now",,1328,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Burdens Are Lifted at Calvary,"All: 1, 2, 3","250 | ""Burdens Are Lifted at Calvary"" (329) [3]",3,"All: 1, 2, 3",,3/4,F,329,250,488,59,,Days are filled with sorrow and care,,1329,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,
Paid in Full,"All: 1, 2","NVB | ""Paid in Full"" (330) [2]",2,"All: 1, 2",,3/4,F,330,,,,,"See our Savior hung between two thieves,",,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Redeemer,"All: 1, 2, 3","12 | ""Blessed Redeemer"" (331) [3]",3,"All: 1, 2, 3",,3/4,Eb,331,12,231,508,,"Up Calv'ry's mountain, one dreadful morn",,1331,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
I Believe in a Hill Called Moun,"1, 2, 4","NVB | ""I Believe in a Hill Called Moun"" (332) [4]",4,"1, 2, 4",,,Bb,332,,,66,,I believe in a hill called Mount Calvary,,1332,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Calvary Covers It All,"All: 1, 2","NVB | ""Calvary Covers It All"" (333) [2]",2,"All: 1, 2",,3/4,Ab,333,,246,62,,Far up the mountain of sin and of shame,,1333,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
At Calvary,"1, 2, 4","66 | ""At Calvary"" (334) [4]",4,"1, 2, 4",,1C,C,334,66,363,57,,Years I spent in vanity and pride,,1334,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Had It Not Been,"All: 1, 2","NVB | ""Had It Not Been"" (335) [2]",2,"All: 1, 2",,3/4,G,335,,,,,Just suppose God searched through heaven,,1335,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Near the Cross,"All: 1, 2","10 | ""Near the Cross"" (336) [2]",2,"All: 1, 2",,3/4,F,336,10,251,65,,"Jesus, keep me near the cross",,1336,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Rest My Case at the Cross,"All: 1, 2","NVB | ""I Rest My Case at the Cross"" (337) [2]",2,"All: 1, 2",,3/4,Eb,337,,,,,"There's a covenant sweet,",,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Blood That Stained the Old Rugged Cross,"1, 2, 4","NVB | ""The Blood That Stained the Old Rugged Cross"" (338) [4]",4,"1, 2, 4",,3/4,G,338,,,48,,On the cross of Calvary Jesus shed His precious blood,,1338,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Didn’t Come Down,"All: 1, 2, 3","NVB | ""He Didn’t Come Down"" (339) [2]",2,"All: 1, 2, 3",,2,Eb,339,,,,,Ten thousand angels were at His command,,1339,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Old Rugged Cross,"1, 2, 4","27 | ""The Old Rugged Cross"" (340) [4]",4,"1, 2, 4",,3/4,Bb,340,27,247,56,,On a hill far away stood an old rugged cross,,1340,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wounded for Me,"All: 1, 2, 3","25 | ""Wounded for Me"" (341) [3]",3,"All: 1, 2, 3",,3/4,Eb,341,25,263,47,,"Wounded for me, wounded for me",,1341,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kneel at the Cross,"1, 2, 4","14 | ""Kneel at the Cross"" (342) [4]",4,"1, 2, 4",,2,Bb,342,14,,58,,Kneel at the cross,,1342,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At the Cross,"All: 1, 2","29 | ""At the Cross"" (343) [2]",2,"All: 1, 2",,3/4,Eb,343,29,237,55,,"Alas, and did my Saviour bleed?",,1343,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Did It All for Me,"All: 1, 2","NVB | ""He Did It All for Me"" (344) [2]",2,"All: 1, 2",,3/4,G,344,,,,,"Once a man, whom we know as the Son of God,",,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneath the Cross of Jesus,"All: 1, 2, 3","6 | ""Beneath the Cross of Jesus"" (345) [3]",3,"All: 1, 2, 3",,3/4,Db,345,6,250,61,,Beneath the cross of Jesus,,1345,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallelujah for the Cross!,"All: 1, 2, 3","26 | ""Hallelujah for the Cross!"" (346) [3]",3,"All: 1, 2, 3",,2,Bb,346,26,,,,The cross it standeth fast,,1346,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I Survey the Wondrous Cross,"1, 2, 4","5 | ""When I Survey the Wondrous Cross"" (347) [4]",4,"1, 2, 4",,3/4,F,347,5,,53,,When I survey the wondrous cross,?,1347,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Way of the Cross Leads Home,"All: 1, 2, 3","4 | ""The Way of the Cross Leads Home"" (348) [3]",3,"All: 1, 2, 3",,2,Ab,348,4,317,60,,I must needs go Home by the way of the cross,,1348,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glory to His Name,"1, 2, 4","2 | ""Glory to His Name"" (349) [4]",4,"1, 2, 4",,1C,Ab,349,2,230,195,,Down at the cross where my Saviour died,,1349,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For What Earthly Reason,"All: 1, 2","NVB | ""For What Earthly Reason"" (350) [2]",2,"All: 1, 2",,3/4,Eb,350,,,8,,For what earthly reason would the heavenly Father,,1350,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There Rose a Lamb,"All: 1, 2, 3","NVB | ""There Rose a Lamb"" (351) [3]",3,"All: 1, 2, 3",,2,G,351,,,,,"It was the third day since He died,",,1351,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gone,"All: 1, 2","NVB | ""Gone"" (352) [2]",2,"All: 1, 2",,2,F,352,,,,,Mary came unto the tomb of Jesus,,1352,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Thousand Angels,"1, 2, 4","NVB | ""Ten Thousand Angels"" (353) [4]",4,"1, 2, 4",,3/4,Eb,353,,,326,,They bound the hands of Jesus,,1353,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallelujah! What a Savior,"1, 3, 5","170 | ""Hallelujah! What a Savior"" (354) [5]",5,"1, 3, 5",,3/4,C,354,170,289,151,,"""Man of Sorrows,"" what a name",,1354,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Morning Light,"All: 1, 2","NVB | ""Morning Light"" (355) [2]",2,"All: 1, 2",,3/4,Eb,355,,,,,"As the evening sun set o'er Jerusalem,",,1355,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because He Lives,"All: 1, 2, 3","NVB | ""Because He Lives"" (356) [3]",3,"All: 1, 2, 3",,1A,Ab,356,,,149,,"God sent His Son, they called Him Jesus",,1356,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond the Cross,"All: 1, 2","NVB | ""Beyond the Cross"" (357) [2]",2,"All: 1, 2",,3/4,C,357,,,,,"Needing strength for my journey,",,1357,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Lives on High,"All: 1, 2, 3","32 | ""He Lives on High"" (358) [3]",3,"All: 1, 2, 3",,3/4,Bb,358,32,,504,,Christ the Saviour came from heaven's glory,,1358,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Christ the Lord Is Risen Today!,"1, 2, 4","33 | ""Christ the Lord Is Risen Today!"" (359) [4]",4,"1, 2, 4",,1D,C,359,33,273,147,,Christ the Lord is ris'n today,,1359,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
He Lives ,"All: 1, 2, 3","31 | ""He Lives "" (360) [3]",3,"All: 1, 2, 3",,1D,Bb,360,31,268,150,,I serve a risen Saviour,,1360,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
I’ll Fly Away,"All: 1, 2, 3","NVB | ""I’ll Fly Away"" (361) [3]",3,"All: 1, 2, 3",,2,G,361,,,,,Some glad morning when this life is o’er,,1361,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Christ Arose!,"All: 1, 2, 3","36 | ""Christ Arose!"" (362) [3]",3,"All: 1, 2, 3",,1D,C,362,36,265,152,,Low in the grave He lay,,1362,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
When We See Christ,"All: 1, 2, 3","81 | ""When We See Christ"" (363) [3]",3,"All: 1, 2, 3",,3/4,Db,363,81,,2,,"Ofttimes the day seems long, our trials hard to bear",,1363,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
The Next Time He Comes,"All: 1, 2","NVB | ""The Next Time He Comes"" (364) [2]",2,"All: 1, 2",,2,G,364,,,24,,From the lofty courts of heaven,,1364,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
He Is Coming Again,"1, 2, 4","NVB | ""He Is Coming Again"" (365) [4]",4,"1, 2, 4",,2,Bb,365,,279,121,,"Lift up your heads, Pilgrims aweary,",,1365,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Jesus Is Coming Again,"1, 2, 4","84 | ""Jesus Is Coming Again"" (366) [4]",4,"1, 2, 4",,1A,C,366,84,282,125,,Marvelous message we bring,,1366,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Until Then,"All: 1, 2, 3","NVB | ""Until Then"" (367) [3]",3,"All: 1, 2, 3",,2,Bb,367,,568,28,,My heart can sing when I pause to remember,,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What a Beautiful Day,"All: 1, 2, 3","NVB | ""What a Beautiful Day"" (368) [3]",3,"All: 1, 2, 3",,2,Eb,368,,,,,"As I wake up in the morning of each day that passes by, ",,1368,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Some Golden Daybreak,"All: 1, 2, 3","73 | ""Some Golden Daybreak"" (369) [3]",3,"All: 1, 2, 3",,3/4,Ab,369,73,284,120,,Some glorious morning sorrow will cease,,1369,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Is It the Crowning Day?,"1, 2, 4","72 | ""Is It the Crowning Day?"" (370) [4]",4,"1, 2, 4",,1A,Db,370,72,286,401,,"Jesus may come to day, Glad day! Glad day!",,1370,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"Even So, Lord Jesus, Come","All: 1, 2","NVB | ""Even So, Lord Jesus, Come"" (371) [2]",2,"All: 1, 2",,3/4,C,371,,,,,"In a world of fear and turmoil,",,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Will Be Worth It All,"All: 1, 2","NVB | ""It Will Be Worth It All"" (372) [2]",2,"All: 1, 2",,3/4,Eb,372,,,,,"There's a promised land made for all the free,",,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sun's Coming Up,"All: 1, 2","NVB | ""The Sun's Coming Up"" (373) [2]",2,"All: 1, 2",,2,G,373,,,38,,"Once again I faced Stan this morning,",,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For God So Loved the World,Chorus 2x,"NVB | ""For God So Loved the World"" (374) [C]",C,Chorus 2x,,,F,374,,602,233,,For God so loved the world,,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bring My Children Home,"All: 1, 2","NVB | ""Bring My Children Home"" (375) [2]",2,"All: 1, 2",,3/4,G,375,,,,,"I can hear a distant cry,",,1375,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
One Day!,"1, 3, 5","17 | ""One Day!"" (376) [5]",5,"1, 3, 5",,1A,Db,376,17,278,295,,One day when Heaven was filled with His praises,,1376,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Maybe Today,"All: 1, 2, 3","NVB | ""Maybe Today"" (377) [3]",3,"All: 1, 2, 3",,2,F,377,,281,123,,"My Lord will come, it may be soon,",,1377,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
It Is Well With My Soul,"1, 2, 4","145 | ""It Is Well With My Soul"" (378) [4]",4,"1, 2, 4",,1B,Db,378,145,478,275,,"When peace, like a river, attendeth my way",,1378,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Christ Returneth!,"All: 1, 2, 3","74 | ""Christ Returneth!"" (379) [3]",3,"All: 1, 2, 3",,2,D,379,74,290,119,,"It may be at morn, when the day is awaking",,1379,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
I Love the Old Bible,"All: 1, 2","NVB | ""I Love the Old Bible"" (380) [2]",2,"All: 1, 2",,3/4,G,380,,,,,What hope for the trav'ler when strength's almost gone?,,1380,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
"Holy Bible, Book Divine","1, 2, 4","368 | ""Holy Bible, Book Divine"" (381) [4]",4,"1, 2, 4",,3/4,F,381,368,,18,,"Holy Bible, Book divine",,1381,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Standing on the Promises,"1, 2, 4","364 | ""Standing on the Promises"" (382) [4]",4,"1, 2, 4",,2,Bb,382,364,445,323,,Standing on the promises of Christ my King,,1382,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Break Thou the Bread of Life,"1, 2, 4","365 | ""Break Thou the Bread of Life"" (383) [4]",4,"1, 2, 4",,3/4,Eb,383,365,293,5,,Break Thou the bread of life,,1383,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
This Blessed Old Book,"All: 1, 2","NVB | ""This Blessed Old Book"" (384) [2]",2,"All: 1, 2",,2,C,384,,,,,"It's a well of pure water when I'm thirsty and dry,",,1384,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
The Bible Stands,"1, 2, 4","NVB | ""The Bible Stands"" (385) [4]",4,"1, 2, 4",,3/4,G,385,,292,467,,The Bible stands like a rock undaunted,,1385,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Thy Word Have I Hid in My Heart,"All: 1, 2, 3","359 | ""Thy Word Have I Hid in My Heart"" (386) [3]",3,"All: 1, 2, 3",,3/4,Eb,386,359,,455,,Thy Word is a lamp to my feet,,1386,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
Near to the Heart of God,"1, 2, 4","118 | ""Near to the Heart of God"" (387) [4]",4,"1, 2, 4",,3/4,Db,387,118,480,202,,There is a place of quiet rest,,1387,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,,
Did You Think to Pray?,"1, 2, 4","361 | ""Did You Think to Pray?"" (388) [4]",4,"1, 2, 4",,3/4,F,388,361,,112,,Ere you left your room this morning,,1388,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Tell It to Jesus,"All: 1, 2, 3","351 | ""Tell It to Jesus"" (389) [3]",3,"All: 1, 2, 3",,2,Bb,389,351,433,114,,"Are you weary, are you heavy-hearted?",,1389,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
Whisper a Prayer,"All: 1, 2, 3","NVB | ""Whisper a Prayer"" (390) [3]",3,"All: 1, 2, 3",,3/4,Bb,390,,427,49,,Whisper a prayer in the morning,,1390,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Sweet Hour of Prayer,"All: 1, 2, 3","301 | ""Sweet Hour of Prayer"" (391) [3]",3,"All: 1, 2, 3",,3/4,D,391,301,437,113,,Sweet hour of prayer! sweet hour of prayer!,,1391,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,
What a Friend We Have in Jesus,"All: 1, 2, 3","355 | ""What a Friend We Have in Jesus"" (392) [3]",3,"All: 1, 2, 3",,3/4,F,392,355,161,345,,What a Friend we have in Jesus,,1392,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pray About Everything,"1, 2, 4","360 | ""Pray About Everything"" (393) [4]",4,"1, 2, 4",,3/4,Ab,393,360,,117,,Once I was burdened with many a care,,1393,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
I Need Thee Every Hour,"1, 2, 4","97 | ""I Need Thee Every Hour"" (394) [4]",4,"1, 2, 4",,3/4,Ab,394,97,435,118,,I need Thee ev'ry hour,,1394,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,
Just Pray,"All: 1, 2","NVB | ""Just Pray"" (395) [2]",2,"All: 1, 2",,3/4,G,395,,,,,"I was discouraged when no answer came,",,1395,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
I Must Tell Jesus,"1, 2, 4","356 | ""I Must Tell Jesus"" (396) [4]",4,"1, 2, 4",,3/4,Eb,396,356,431,115,,I must tell Jesus all of my trials,,1396,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
No One Understands Like Jesus,"All: 1, 2, 3","NVB | ""No One Understands Like Jesus"" (397) [3]",3,"All: 1, 2, 3",,3/4,Eb,397,,117,293,,No one understands like Jesus,,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Long Has It Been?,"All: 1, 2","NVB | ""How Long Has It Been?"" (398) [2]",2,"All: 1, 2",,3/4,Ab,398,,,,,How long has it been since you talked with the Lord,,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Still Speaks,"All: 1, 2","NVB | ""He Still Speaks"" (399) [2]",2,"All: 1, 2",,3/4,G,399,,,,,"Amidst the hustling clam'ring world,",,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Am Praying for You,"1, 2, 4","354 | ""I Am Praying for You"" (400) [4]",4,"1, 2, 4",,3/4,G,400,354,,158,,"I have a Saviour, He's pleading in Glory",,1400,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Leave It There,"1, 2, 4","NVB | ""Leave It There"" (401) [4]",4,"1, 2, 4",,3/4,F,401,,,205,,If the world from you withhold of its silver and its gold,,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isn’t the Love of Jesus Something Wonderful!,"All: 1, 2, 3","180 | ""Isn’t the Love of Jesus Something Wonderful!"" (402) [3]",3,"All: 1, 2, 3",,2,Ab,402,180,,403,,There will never be a sweeter story,,1402,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
"Nearer, My God, to Thee","1, 3, 5","NVB | ""Nearer, My God, to Thee"" (403) [5]",5,"1, 3, 5",,3/4,G,403,,439,203,,"Nearer, my God, to Thee",,1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Found the Answer,"All: 1, 2, 3","NVB | ""I Found the Answer"" (404) [3]",3,"All: 1, 2, 3",,3/4,C,404,,,370,,"I was weak and weary, I had lost my way",,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Be With You,"1, 2, 4","NVB | ""God Be With You"" (405) [4]",4,"1, 2, 4",,3/4,C,405,,,169,,God be with you till we meet again,,1405,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Do You Really Want Revival?,"All: 1, 2, 3","NVB | ""Do You Really Want Revival?"" (406) [3]",3,"All: 1, 2, 3",,3/4,Eb,406,,528,,,Do you really want revival? Do you really want God's pow'r?,,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back to Bethel,"1, 2, 4","295 | ""Back to Bethel"" (407) [4]",4,"1, 2, 4",,3/4,D,407,295,,493,,"Back to the Bible, the true Living Word",,1407,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Come Back Home,"All: 1, 2","NVB | ""Come Back Home"" (408) [2]",2,"All: 1, 2",,3/4,G,408,,,,,Across this land there rings a cry,,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
